序号,作者昵称,讨论标题,回应数,帖子网址
655,斗战圣少女小沫,小镇公主/王子病,2,https://www.douban.com/group/topic/180876928/
656,八分糖加奶霜,咸鱼翻身的两大机会，出国和大城市,8,https://www.douban.com/group/topic/180387757/
657,Godspeed,总是报复性熬夜,38,https://www.douban.com/group/topic/179238901/
658,张 树,【高考志愿科普第一弹】🔥“万金油”机械都学些什么？,35,https://www.douban.com/group/topic/179486094/
659,宇少-.-,记录本five的一点点小小进步的tips,13,https://www.douban.com/group/topic/179505191/
660,也不算酗酒啦,第一次去医院看心理科大概要准备多少钱？,160,https://www.douban.com/group/topic/178293212/
661,MMMMm,不参加毕业典礼会遗憾吗,79,https://www.douban.com/group/topic/178810723/
662,高霉霉,211毕业如今连温饱都成问题,168,https://www.douban.com/group/topic/178175647/
663,小庭春色,回学校拿毕业证书的路上把过去想了一遍。,5,https://www.douban.com/group/topic/180409918/
664,Pluie。,该如何摆脱peer pressure,26,https://www.douban.com/group/topic/179526554/
665,serendipity,你还会怀念高中生活吗？,117,https://www.douban.com/group/topic/178367012/
666,killua,理想or现实二选一？,9,https://www.douban.com/group/topic/180280406/
667,R.Y,有没有沉迷磕cp的姐妹,56,https://www.douban.com/group/topic/179017318/
668,ColinFinch,爱自己的基础上push自己、接受焦虑/崩溃/玩乐、尽自己标准的人事、行动起来！——来自心理学专业学生的一点感悟,20,https://www.douban.com/group/topic/178901431/
669,德玛西亚的原力,哎 最怕听到的一个词 就是“眼高手低”,2,https://www.douban.com/group/topic/180819419/
670,格格,学历有那么重要吗？,20,https://www.douban.com/group/topic/179791519/
671,已注销,承认自己是废物，不是负面的事情，绝对不是！,15,https://www.douban.com/group/topic/179857632/
672,五更风,越是名校 越学历焦虑吧,23,https://www.douban.com/group/topic/179655846/
673,红烧牛肉面,有没有人连做题家都不是,41,https://www.douban.com/group/topic/179373225/
674,明天也没有帕尼,比做废物更可怕的是做一个有梦想的废物,21,https://www.douban.com/group/topic/179800656/
675,Csardas,five们还有梦想吗？,63,https://www.douban.com/group/topic/179080258/
676,睡觉💤睡.gj💤g,five们有亲密的可以互相鼓励的恋人/朋友吗,112,https://www.douban.com/group/topic/178651586/
677,夏友善,爷真的吐了，来看别人怎么评价组员,14,https://www.douban.com/group/topic/179615499/
678,曹雪芹菜,求助一下，请问怎么提高沟通能力,16,https://www.douban.com/group/topic/179955344/
679,えみ,请问大家都擅长打游戏吗？,205,https://www.douban.com/group/topic/178161250/
680,mixed nuts,体制内逢考必进过来人分享一下,57,https://www.douban.com/group/topic/177868483/
681,笨蛋笨蛋要快乐,开麦:小组作业就是最烦人的,32,https://www.douban.com/group/topic/179200364/
682,🌻,高中校园暴力过我的同学在大学里弯道超车还成功保研，我该怎么平衡自己的心态,199,https://www.douban.com/group/topic/177875794/
683,远流,有没有不擅长面试或者公开发言的five？,183,https://www.douban.com/group/topic/177817387/
684,长风破浪,又更新 难过和废物不一样 球球不要再稀释我组含废量了！！！（标题还要取得特别丧,115,https://www.douban.com/group/topic/177791450/
685,想太多做太少,一个选了法学专业但三年不知道学了什么的five,58,https://www.douban.com/group/topic/179074718/
686,我选择匿名,小镇做题家的出路在哪里…,48,https://www.douban.com/group/topic/178231322/
687,_the baby,明年我要30岁了,24,https://www.douban.com/group/topic/179654433/
688,一只大西瓜吖,吐槽&交流│本five终于找到工作了,9,https://www.douban.com/group/topic/180103712/
689,燕七,有时候觉得小孩子都比我们活得通透多了,24,https://www.douban.com/group/topic/179475067/
690,野泥,好像给我们组逻辑思维贼强的人安利一部德剧《暗黑》,3,https://www.douban.com/group/topic/180283276/
691,帅帅桑,做大创问导师问题装没看见，把成果交上去却秒回,26,https://www.douban.com/group/topic/179561274/
692,S,求助破解心态困境‖一个五院四系法学废物和法学说拜拜了,51,https://www.douban.com/group/topic/179012573/
693,许知之,five们有i同人吗,16,https://www.douban.com/group/topic/179808788/
694,伏12345,"""小镇做题家的出路在哪""上了知乎热榜",17,https://www.douban.com/group/topic/179771031/
695,592,想请问各位不标准five有在父母面前哭过吗,80,https://www.douban.com/group/topic/178756335/
696,撒娇女人董四层,（卑微逼叨）真的好羡慕在国内读985211的大家,50,https://www.douban.com/group/topic/179083522/
697,大月亮,农民子女真的好难。,341,https://www.douban.com/group/topic/177256964/
698,Quarter,感觉这个组要出圈了,8,https://www.douban.com/group/topic/180237876/
699,此喵非彼喵,从大二一直中度抑郁症，一学习就焦虑,8,https://www.douban.com/group/topic/180017654/
700,第六病室排队中,Top2商科渣中渣弟中弟，还在硬撑着留学读研，每天都想退学,195,https://www.douban.com/group/topic/177513351/
701,nicole,“你没有什么错 是这个世界乏味又颠倒”,6,https://www.douban.com/group/topic/180337930/
702,小熊,关于非法本法硕,14,https://www.douban.com/group/topic/179940752/
703,🍓,有没有five是很难面对父母的失望的,23,https://www.douban.com/group/topic/179628573/
704,seafooooodcupno,大三真的是很痛苦的一年🤯,64,https://www.douban.com/group/topic/178522392/
705,云,（长文开坑）此外的少年,104,https://www.douban.com/group/topic/178324626/
706,没时差,人生的大部分烦恼是不是都可以用钱解决,87,https://www.douban.com/group/topic/178694733/
707,Momoko乌龙,讨论&咨询|教育培训行业的真实现状：培训机构是小镇做题家的出路吗？,54,https://www.douban.com/group/topic/178000352/
708,成田凌,本科成绩不好会影响考公之类的吗？,33,https://www.douban.com/group/topic/179346285/
709,笨蛋笨蛋要快乐,大家有没有一瞬间觉得活着就很好呀,54,https://www.douban.com/group/topic/179055902/
710,都会好起来的,不懂就问，如果学历贬值的话，应该早占坑工作还是拼命读书？,28,https://www.douban.com/group/topic/179477744/
711,已注销,关于本组的“废物内卷化”与“精英”争论，以及“大一大二”可不可进组问题,96,https://www.douban.com/group/topic/177739272/
712,勉強家になる,讲真，98five也不都是小镇做题家啊,22,https://www.douban.com/group/topic/179332437/
713,balabala,自己有时候会利用父母的心情,27,https://www.douban.com/group/topic/179442631/
714,我是🐷,【高考志愿科普第一弹】🔥微电子科学工程都学什么？,31,https://www.douban.com/group/topic/179330827/
715,别找我,巨讨厌和亲戚一起聚会吃饭啥的,29,https://www.douban.com/group/topic/179324229/
716,港口沙,有five被身边人作为榜样吗,18,https://www.douban.com/group/topic/179726830/
717,无敌小呆呆,信息不对称的经历让我害怕再做任何选择,29,https://www.douban.com/group/topic/179315774/
718,ohohoh sehun,大家来聊聊选调生呀,34,https://www.douban.com/group/topic/179289696/
719,狐狸和糯米团子,太自责了 期末一堆ddl赶着我呢 还在网上冲浪了6小时 😭😭😭,48,https://www.douban.com/group/topic/179062130/
720,谢兰顿,我组不会都是INTP和INFP吧,398,https://www.douban.com/group/topic/177209340/
721,以太浓度较高,关于小镇做题家考研与实习,66,https://www.douban.com/group/topic/178875671/
722,AWU,如果重回大一想怎么逆风翻盘,248,https://www.douban.com/group/topic/177868856/
723,Josie,想问问已经工作或者有工作经验的朋友 绩点有那么重要吗,9,https://www.douban.com/group/topic/180093590/
724,田儿,一个非典型小镇做题家的分享,8,https://www.douban.com/group/topic/179323236/
725,罗宾星,本FIVE总结了废物学三大定律,15,https://www.douban.com/group/topic/179419129/
726,xn爱吃,马上专业分流了，希望大家给个建议,143,https://www.douban.com/group/topic/178246043/
727,滅びの美が嫌い,我爱five组,11,https://www.douban.com/group/topic/179798059/
728,小熊棒棒糖,有没有在大城市长大的小镇做题家？,147,https://www.douban.com/group/topic/177500247/
729,Meanda亚,我大学的时候也算是个小镇做题家吧，我看大家好丧实在是想分享一点正能量。,11,https://www.douban.com/group/topic/179777020/
730,Spire,【高考志愿科普第一弹】🔥土木工程都学些...,14,https://www.douban.com/group/topic/179585494/
731,什么酱,学院为了就业率强制要求开网店，不开取消答辩资格？,79,https://www.douban.com/group/topic/178270791/
732,123,讨论一下，发现five组是好像是标题格式最多遵照规范的组,48,https://www.douban.com/group/topic/178778863/
733,请叫我应届考生,关于西南交大瓜的一点想法,4,https://www.douban.com/group/topic/180100689/
734,咚咚锵咚锵锵,中北大学跳楼的孩子不会也是小镇做题家吧,13,https://www.douban.com/group/topic/179759957/
735,XHBZ,删,36,https://www.douban.com/group/topic/179086154/
736,テル,想当糕点师傅,62,https://www.douban.com/group/topic/178728814/
737,略略略,本five大概真的一无是处，没有朋友，没有对象，工作辣鸡，毫无实力，社交能力贼差…five本废了,11,https://www.douban.com/group/topic/179932522/
738,Corla,大家有没有试过算命？,128,https://www.douban.com/group/topic/178320126/
739,:),five们人缘好吗,79,https://www.douban.com/group/topic/178640113/
740,坐标系原点,财大金融本科不想做销售，出路在哪里？,150,https://www.douban.com/group/topic/178055006/
741,南斗星君,98five的网友其实和水木社区的网友没有本质区别，唯一的区别在于年龄层（代沟）,14,https://www.douban.com/group/topic/179639191/
742,ByeLENIN,惊！top3（或者说top5）小语种毕业 家里蹲一年 上一份工作低薪到令人发指！,310,https://www.douban.com/group/topic/177394212/
743,平底锅与rose,读诗时间（顺便说说话）,41,https://www.douban.com/group/topic/179146012/
744,莫小宝,有没有intp还学了社科的呀？,32,https://www.douban.com/group/topic/179142280/
745,笨蛋笨蛋要快乐,five们都是完整的人不是选题,6,https://www.douban.com/group/topic/179630834/
746,己注销,删,133,https://www.douban.com/group/topic/178130545/
747,我是陈泡泡,我们组出圈了吗,49,https://www.douban.com/group/topic/178977421/
748,Arthur,计算机专业，想三跨读西哲，有什么建议吗？,165,https://www.douban.com/group/topic/177932297/
749,半熟芝士,（巨啰嗦，慎点）我还没有活明白，没资格给大家指导人生,92,https://www.douban.com/group/topic/177489716/
750,第十三章,拍毕业照的时候，感觉好孤独,22,https://www.douban.com/group/topic/179426598/
751,Freya,从对出国留学的执念和对父母的抱怨说开 复盘five历程,61,https://www.douban.com/group/topic/178486669/
752,草莓饼干曲奇味,大家会不会期末季一堆事但就是要火烧眉毛了才做？,15,https://www.douban.com/group/topic/179646540/
753,晴空,攀比及打探――如何摆脱不必要社交,5,https://www.douban.com/group/topic/180104951/
754,一辻,我们来看看985five都来自哪所高校吧（调查分析）,581,https://www.douban.com/group/topic/176875242/
755,焕葛,我是一个很失败的老师,56,https://www.douban.com/group/topic/178722379/
756,吉弃兮,我发现一焦虑紧张就喜欢抠手手…(楼里的好多姐妹有类似状况，有无改善方法？),31,https://www.douban.com/group/topic/179185206/
757,白飘飘,全民考研其实是内卷化的结果吧,126,https://www.douban.com/group/topic/177060990/
758,走开,本来按部就班要成为211废物的我峰回路转的复杂人生，感觉很少有人能比我大学前过得惨,75,https://www.douban.com/group/topic/178160843/
